"","doi","Class","Order","Suborder","Family","Genus","Species","Accession","Level","Trait","Collection","Estimate","Value","Metric","Adjusted_Value","Adjusted_Metric","Converted_Value","Converted_Metric","Conversion_Citation"
"625","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",52.8,"mg",52.8,"mg",52.8,"mg",NA
"626","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",37.9,"mg",37.9,"mg",37.9,"mg",NA
"627","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",36.3,"mg",36.3,"mg",36.3,"mg",NA
"628","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",44.2,"mg",44.2,"mg",44.2,"mg",NA
"629","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",36.8,"mg",36.8,"mg",36.8,"mg",NA
"630","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",45.4,"mg",45.4,"mg",45.4,"mg",NA
"631","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",42.2,"mg",42.2,"mg",42.2,"mg",NA
"632","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",29.4,"mg",29.4,"mg",29.4,"mg",NA
"633","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",34,"mg",34,"mg",34,"mg",NA
"634","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",30.5,"mg",30.5,"mg",30.5,"mg",NA
"635","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",155.6,"mg",155.6,"mg",155.6,"mg",NA
"636","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",41.94,"mg",41.94,"mg",41.94,"mg",NA
"637","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",44.2,"mg",44.2,"mg",44.2,"mg",NA
"638","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",37.7,"mg",37.7,"mg",37.7,"mg",NA
"639","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",37.357,"mg",37.357,"mg",37.357,"mg",NA
"640","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",30.7,"mg",30.7,"mg",30.7,"mg",NA
"641","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",204.7,"mg",204.7,"mg",204.7,"mg",NA
"642","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",41.6,"mg",41.6,"mg",41.6,"mg",NA
"643","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",39.1,"mg",39.1,"mg",39.1,"mg",NA
"644","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus hypnorum","GCA_911387925.1","Chromosome","mass","Dry","NA",48,"mg",48,"mg",48,"mg",NA
"810","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",37.2,"mg",37.2,"mg",37.2,"mg",NA
"811","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",38.7,"mg",38.7,"mg",38.7,"mg",NA
"812","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",134.996,"mg",134.996,"mg",134.996,"mg",NA
"813","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",30.433333,"mg",30.433333,"mg",30.433333,"mg",NA
"814","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",115.7,"mg",115.7,"mg",115.7,"mg",NA
"815","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",45.3,"mg",45.3,"mg",45.3,"mg",NA
"816","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",63.04,"mg",63.04,"mg",63.04,"mg",NA
"817","https://doi.org/10.1111/1744-7917.12362","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","No",28.84,"mg",28.84,"mg",28.84,"mg",NA
"818","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",28.296,"mg",28.296,"mg",28.296,"mg",NA
"819","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",31.3,"mg",31.3,"mg",31.3,"mg",NA
"820","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",27.996,"mg",27.996,"mg",27.996,"mg",NA
"821","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",114.3,"mg",114.3,"mg",114.3,"mg",NA
"822","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",58.8,"mg",58.8,"mg",58.8,"mg",NA
"823","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",29.4,"mg",29.4,"mg",29.4,"mg",NA
"824","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",130.096,"mg",130.096,"mg",130.096,"mg",NA
"825","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",58,"mg",58,"mg",58,"mg",NA
"826","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",162.1,"mg",162.1,"mg",162.1,"mg",NA
"827","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",126.096,"mg",126.096,"mg",126.096,"mg",NA
"828","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",111.04,"mg",111.04,"mg",111.04,"mg",NA
"829","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",125.1,"mg",125.1,"mg",125.1,"mg",NA
"830","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",142.196,"mg",142.196,"mg",142.196,"mg",NA
"831","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",118.696,"mg",118.696,"mg",118.696,"mg",NA
"832","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",43.233333,"mg",43.233333,"mg",43.233333,"mg",NA
"833","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",27.2,"mg",27.2,"mg",27.2,"mg",NA
"834","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",111.04,"mg",111.04,"mg",111.04,"mg",NA
"835","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",45.696,"mg",45.696,"mg",45.696,"mg",NA
"836","https://doi.org/10.1371/journal.pone.0175001","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",39.651747181692,"mg",39.651747181692,"mg",39.651747181692,"mg",NA
"837","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",44.433333,"mg",44.433333,"mg",44.433333,"mg",NA
"838","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",50.7,"mg",50.7,"mg",50.7,"mg",NA
"839","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",34.9,"mg",34.9,"mg",34.9,"mg",NA
"840","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",44.2,"mg",44.2,"mg",44.2,"mg",NA
"841","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",100.64,"mg",100.64,"mg",100.64,"mg",NA
"842","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",121.796,"mg",121.796,"mg",121.796,"mg",NA
"843","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",110.596,"mg",110.596,"mg",110.596,"mg",NA
"844","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",83,"mg",83,"mg",83,"mg",NA
"845","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",14.101,"mg",14.101,"mg",14.101,"mg",NA
"846","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",28.733333,"mg",28.733333,"mg",28.733333,"mg",NA
"847","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",102.896,"mg",102.896,"mg",102.896,"mg",NA
"848","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",21.833333,"mg",21.833333,"mg",21.833333,"mg",NA
"849","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",86.296,"mg",86.296,"mg",86.296,"mg",NA
"850","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",76.1,"mg",76.1,"mg",76.1,"mg",NA
"851","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",114.8,"mg",114.8,"mg",114.8,"mg",NA
"852","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",39.896,"mg",39.896,"mg",39.896,"mg",NA
"853","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",53.6,"mg",53.6,"mg",53.6,"mg",NA
"854","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",26.196,"mg",26.196,"mg",26.196,"mg",NA
"855","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",49.596,"mg",49.596,"mg",49.596,"mg",NA
"856","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",81.7,"mg",81.7,"mg",81.7,"mg",NA
"857","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",40.7,"mg",40.7,"mg",40.7,"mg",NA
"858","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",97.3,"mg",97.3,"mg",97.3,"mg",NA
"859","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",110.8,"mg",110.8,"mg",110.8,"mg",NA
"860","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",96.6,"mg",96.6,"mg",96.6,"mg",NA
"861","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",90.4,"mg",90.4,"mg",90.4,"mg",NA
"862","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",105.896,"mg",105.896,"mg",105.896,"mg",NA
"863","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",43.6,"mg",43.6,"mg",43.6,"mg",NA
"864","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",25,"mg",25,"mg",25,"mg",NA
"865","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",53.733333,"mg",53.733333,"mg",53.733333,"mg",NA
"866","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",34.701,"mg",34.701,"mg",34.701,"mg",NA
"867","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",108.7,"mg",108.7,"mg",108.7,"mg",NA
"868","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",127.996,"mg",127.996,"mg",127.996,"mg",NA
"869","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",68.4,"mg",68.4,"mg",68.4,"mg",NA
"870","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",56.896,"mg",56.896,"mg",56.896,"mg",NA
"871","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",54.2,"mg",54.2,"mg",54.2,"mg",NA
"872","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",120.796,"mg",120.796,"mg",120.796,"mg",NA
"873","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",40.4,"mg",40.4,"mg",40.4,"mg",NA
"874","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",39.096,"mg",39.096,"mg",39.096,"mg",NA
"875","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",35.1,"mg",35.1,"mg",35.1,"mg",NA
"876","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",38.6,"mg",38.6,"mg",38.6,"mg",NA
"877","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",109.7,"mg",109.7,"mg",109.7,"mg",NA
"878","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",29.1,"mg",29.1,"mg",29.1,"mg",NA
"879","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pascuorum","GCF_905332965.1","Chromosome","mass","Dry","NA",95,"mg",95,"mg",95,"mg",NA
"880","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",28.3,"mg",28.3,"mg",28.3,"mg",NA
"881","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",28.766667,"mg",28.766667,"mg",28.766667,"mg",NA
"882","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",30.3,"mg",30.3,"mg",30.3,"mg",NA
"883","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",28.3,"mg",28.3,"mg",28.3,"mg",NA
"884","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",36.596,"mg",36.596,"mg",36.596,"mg",NA
"885","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",67.253,"mg",67.253,"mg",67.253,"mg",NA
"886","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",46.096,"mg",46.096,"mg",46.096,"mg",NA
"887","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",36.596,"mg",36.596,"mg",36.596,"mg",NA
"888","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",32.6,"mg",32.6,"mg",32.6,"mg",NA
"889","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",32.8,"mg",32.8,"mg",32.8,"mg",NA
"890","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",37.7,"mg",37.7,"mg",37.7,"mg",NA
"891","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",65.496,"mg",65.496,"mg",65.496,"mg",NA
"892","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",24.066667,"mg",24.066667,"mg",24.066667,"mg",NA
"893","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",18.733333,"mg",18.733333,"mg",18.733333,"mg",NA
"894","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",41.2,"mg",41.2,"mg",41.2,"mg",NA
"895","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",41.196,"mg",41.196,"mg",41.196,"mg",NA
"896","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",33.5,"mg",33.5,"mg",33.5,"mg",NA
"897","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",40.396,"mg",40.396,"mg",40.396,"mg",NA
"898","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",30.957,"mg",30.957,"mg",30.957,"mg",NA
"899","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",39.057,"mg",39.057,"mg",39.057,"mg",NA
"900","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",24.566667,"mg",24.566667,"mg",24.566667,"mg",NA
"901","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",39.9,"mg",39.9,"mg",39.9,"mg",NA
"902","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",42.157,"mg",42.157,"mg",42.157,"mg",NA
"903","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",43.4,"mg",43.4,"mg",43.4,"mg",NA
"904","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",47.4,"mg",47.4,"mg",47.4,"mg",NA
"905","https://doi.org/10.1371/journal.pone.0175001","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",45.2726175287074,"mg",45.2726175287074,"mg",45.2726175287074,"mg",NA
"906","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",39.796,"mg",39.796,"mg",39.796,"mg",NA
"907","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",40.296,"mg",40.296,"mg",40.296,"mg",NA
"908","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",20.291,"mg",20.291,"mg",20.291,"mg",NA
"909","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",27.423,"mg",27.423,"mg",27.423,"mg",NA
"910","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",33,"mg",33,"mg",33,"mg",NA
"911","https://doi.org/10.1002/ece3.4835","Insecta","Hymenoptera","Apocrita","Apidae","Bombus","Bombus pratorum","GCA_930367275.1","Chromosome","mass","Dry","NA",66.396,"mg",66.396,"mg",66.396,"mg",NA
